tank_id,dmg,frg,spo,def,win,battles,type,tier,tag
10065,1092.673,1.030,0.641,1.274,55.428,95918173,AT-SPG,7,GB75_AT7
10241,1016.129,1.001,0.847,1.080,53.333,130617202,AT-SPG,7,R74_SU100M1
10257,1553.411,0.912,1.274,0.722,51.359,218663861,mediumTank,9,G54_E-50
10273,466.981,1.189,1.215,1.555,56.943,32068089,AT-SPG,4,A57_M8A1
10497,821.721,1.044,0.695,0.648,53.382,533459990,heavyTank,6,R77_KV2
10513,1216.372,0.851,1.163,0.904,52.182,82777628,heavyTank,8,G67_VK4502A
10529,596.722,1.149,1.371,1.378,54.219,616367167,AT-SPG,5,A58_T67
10577,193.209,1.283,0.207,1.159,56.646,1723840,SPG,2,GB25_Loyd_Gun_Carriage
10753,1571.616,0.865,0.917,0.659,51.410,244176360,heavyTank,9,R63_ST_I
10769,1047.302,0.910,0.939,1.019,54.162,190573570,heavyTank,7,G57_PzVI_Tiger_P
10785,1851.118,0.882,1.222,0.655,49.141,268341441,heavyTank,10,A69_T110E5
10817,983.473,0.899,0.676,1.060,53.318,36897243,AT-SPG,7,F35_AMX_AC_Mle1946
10833,359.091,0.968,0.093,1.804,54.296,11289015,SPG,4,GB26_Birch_Gun
11009,1211.781,0.823,0.813,0.827,52.205,146291846,heavyTank,8,R73_KV4
11025,1016.025,0.980,0.465,0.980,51.076,107648032,AT-SPG,7,G43_Sturer_Emil
11041,975.767,0.926,0.891,1.167,53.114,171958691,AT-SPG,7,A72_T25_2
11073,1663.444,1.041,0.852,0.787,51.858,88659808,AT-SPG,9,F37_AMX50_Foch
11089,597.046,1.115,0.106,1.540,55.093,79902505,SPG,5,GB28_Bishop
11265,800.621,0.998,0.895,0.845,54.418,235315961,heavyTank,6,R72_T150
11281,493.644,1.279,0.782,1.551,56.066,53678089,AT-SPG,4,G39_Marder_III
11297,1329.045,0.938,0.522,0.913,51.241,305638673,AT-SPG,8,A68_T28_Prototype
11345,939.472,0.885,0.062,1.546,52.456,56559922,SPG,7,GB29_Crusader_5inch
11521,1516.101,0.859,1.153,0.710,50.432,791360237,heavyTank,9,R81_IS8
11537,1367.270,0.992,0.683,0.893,51.147,179870758,AT-SPG,8,G71_JagdPantherII
11553,791.625,1.015,1.230,1.172,53.334,697409641,AT-SPG,6,A41_M18_Hellcat
11585,745.245,0.944,0.616,1.073,52.997,25468807,AT-SPG,6,F34_ARL_V39
11601,1420.093,0.836,0.027,0.823,50.839,59536716,SPG,9,GB30_FV3805
11777,628.963,1.153,0.848,1.092,54.995,566056475,heavyTank,5,R80_KV1
11793,817.794,1.015,0.570,1.128,51.451,134375869,AT-SPG,6,G40_Nashorn
11809,877.402,0.993,1.613,1.211,52.501,2298589,mediumTank,7,A86_T23E3
11841,1573.960,0.931,0.054,0.969,50.057,260101082,SPG,10,F38_Bat_Chatillon155_58
11857,766.092,1.004,0.157,1.872,53.594,228848564,SPG,6,GB77_FV304
12049,2005.460,1.003,0.595,0.424,51.028,304992589,AT-SPG,10,G72_JagdPz_E100
12097,1277.604,0.932,0.728,0.933,51.159,80656489,AT-SPG,8,F36_AMX_AC_Mle1948
12113,1174.887,0.845,0.028,0.887,51.148,55802293,SPG,8,GB79_FV206
12289,683.153,0.996,1.819,1.090,54.318,49139779,mediumTank,6,R57_A43
12305,1831.848,0.910,1.315,0.680,49.612,134939923,mediumTank,10,G73_E50_Ausf_M
12369,1664.439,0.752,0.021,0.734,50.709,63764462,SPG,10,GB31_Conqueror_Gun
12545,901.862,0.920,1.556,0.850,52.846,55680239,mediumTank,7,R59_A44
12561,265.106,1.166,2.628,1.368,55.993,103800264,lightTank,3,G63_PzI_ausf_C
12577,519.396,0.972,1.745,0.941,55.552,1501879,mediumTank,5,A78_M4_Improved
12817,252.383,1.281,1.888,1.451,56.060,273025,lightTank,2,G53_PzI
12881,499.430,0.993,1.377,0.960,54.657,12353784,mediumTank,5,GB50_Sherman_III
13073,292.681,1.002,1.601,1.456,57.834,6892886,lightTank,3,G82_Pz_II_AusfG
13089,2005.987,0.971,0.741,0.503,50.054,238610508,AT-SPG,10,A83_T110E4
13121,390.494,1.292,1.062,1.595,57.689,4136207,mediumTank,3,F44_Somua_S35
13137,1640.391,0.996,0.534,0.747,50.496,75438430,AT-SPG,9,GB81_FV4004
13313,1145.807,0.874,1.214,0.907,50.404,70140889,mediumTank,8,R60_Object416
13329,423.287,1.195,1.066,1.271,55.657,5333861,heavyTank,4,G90_DW_II
13345,1142.670,0.842,1.030,0.941,51.184,538450450,mediumTank,8,A80_T26_E4_SuperPershing
13393,586.472,1.055,0.522,1.474,54.135,8213792,AT-SPG,5,GB44_Archer
13569,2041.653,1.043,0.715,0.631,48.781,241414825,AT-SPG,10,R88_Object268
13585,376.541,1.071,1.589,1.261,57.286,1196942,mediumTank,4,G86_VK2001DB
13825,1741.624,0.939,1.392,0.751,48.782,252109869,mediumTank,10,R87_T62A
13841,1131.705,0.818,1.113,0.985,51.303,65794704,mediumTank,8,G88_Indien_Panzer
13857,2046.687,0.982,0.680,0.441,51.579,100523413,AT-SPG,10,A85_T110E3
13889,2041.172,1.095,0.789,0.611,49.889,100179815,AT-SPG,10,F64_AMX_50Fosh_155
13905,1958.726,1.061,0.373,0.384,50.008,81563161,AT-SPG,10,GB83_FV4005
14097,705.753,0.967,1.577,1.109,54.594,37164813,mediumTank,6,G87_VK3002DB_V1
14113,1832.891,0.923,1.252,0.667,49.356,78732639,mediumTank,10,A120_M48A5
14145,402.798,0.632,2.379,0.765,53.341,225841730,lightTank,5,F62_ELC_AMX
14161,1056.115,1.031,0.781,0.981,52.953,55413058,AT-SPG,7,GB41_Challenger
14353,666.768,0.604,2.026,0.712,51.657,5114961,lightTank,7,G85_Auf_Panther
14401,1385.482,0.857,0.038,0.976,50.646,176925524,SPG,9,F67_Bat_Chatillon155_55
14417,767.405,0.990,0.830,1.142,52.926,33037613,AT-SPG,6,GB45_Achilles_IIC
14609,1904.082,0.966,1.146,0.758,48.797,119385963,mediumTank,10,G89_Leopard1
14625,1150.893,0.911,1.241,1.038,50.934,198595245,mediumTank,8,A90_T69
14657,389.284,0.991,0.099,1.509,54.608,16290334,SPG,4,F66_AMX_Ob_Am105
14673,1318.533,0.941,0.701,0.901,50.861,107612762,AT-SPG,8,GB80_Charioteer
14865,1619.565,0.951,1.110,0.810,50.227,157805794,mediumTank,9,G91_Pro_Ag_A
14881,1963.776,1.014,0.827,0.581,48.526,371048607,heavyTank,10,A67_T57_58
14913,387.078,0.942,0.898,1.186,55.131,2354519,mediumTank,4,F70_SARL42
15105,312.855,1.225,1.324,1.561,56.633,10335546,lightTank,3,R43_T-70
15121,212.983,1.008,0.122,0.873,55.256,213914,SPG,2,G93_GW_Mk_VIe
15137,500.669,0.621,2.139,0.700,52.456,35501626,lightTank,6,A71_T21
15169,265.063,1.211,0.803,1.758,56.894,314727,lightTank,2,F50_FCM36_20t
15361,232.273,1.314,1.318,1.732,58.832,5331375,lightTank,2,R42_T-60
15377,1216.958,0.824,0.024,0.776,51.381,193669354,SPG,8,G94_GW_Tiger_P
15393,1589.397,1.037,0.939,0.757,50.344,293967159,heavyTank,9,A89_T54E1
15425,1768.617,0.923,1.330,0.763,49.388,15477180,mediumTank,10,F72_AMX_30
15441,1115.849,0.775,1.089,0.834,51.824,1335120,mediumTank,8,GB87_Chieftain_T95_turret
15617,1967.616,1.100,1.479,0.747,51.752,41444432,mediumTank,10,R95_Object_907
15633,413.945,1.066,0.089,1.550,54.922,30366480,SPG,4,G95_Pz_Sfl_IVb
15649,707.011,0.726,2.378,0.690,51.340,321659488,lightTank,7,A103_T71E1
15681,1535.011,0.922,1.349,0.786,50.847,88835829,mediumTank,9,F71_AMX_30_prototype
15697,1959.601,0.872,1.004,0.486,49.539,115660583,heavyTank,10,GB91_Super_Conqueror
15873,330.976,0.933,1.505,1.334,55.669,10072712,lightTank,4,R44_T80
15889,725.886,0.949,1.314,1.028,53.554,50961391,mediumTank,6,G96_VK3002M
15905,1859.188,0.919,1.299,0.696,49.995,11670436,mediumTank,10,A92_M60
15937,252.778,1.373,0.921,2.090,58.822,995537,lightTank,2,F49_RenaultR35
15953,1981.926,0.970,0.708,0.566,51.838,20619181,AT-SPG,10,GB92_FV217
16129,976.699,0.885,0.035,0.907,51.942,113189480,SPG,7,R91_SU14_1
16145,591.201,1.064,0.669,1.091,52.580,61535039,AT-SPG,5,G76_Pz_Sfl_IVc
16161,1459.981,0.825,0.029,0.934,50.742,355019753,SPG,9,A88_M53_55
16209,585.378,0.930,1.454,0.885,54.306,473387,mediumTank,5,GB107_Cavalier
16385,581.739,1.041,0.082,1.249,53.459,26647272,SPG,5,R100_SU122A
16401,1719.812,1.033,0.506,0.825,50.379,402377418,AT-SPG,9,G97_Waffentrager_IV
16417,817.742,1.009,0.055,1.337,53.346,301318845,SPG,6,A87_M44
16449,1182.117,0.750,0.718,0.644,51.988,2962426,heavyTank,8,F81_Char_de_65t
16641,470.582,0.678,2.633,0.793,52.761,50234024,lightTank,6,R101_MT25
16657,1446.046,1.064,0.449,0.937,50.868,796091795,AT-SPG,8,G99_RhB_Waffentrager
16673,528.164,0.618,2.257,0.747,52.364,175175063,lightTank,6,A94_T37
16705,1700.852,0.874,1.157,0.490,52.410,34763004,heavyTank,9,F83_AMX_M4_Mle1949_Bis
16897,1781.243,0.959,1.407,0.778,49.083,291911365,mediumTank,10,R97_Object_140
16913,2151.765,1.271,0.477,0.739,48.745,177732892,AT-SPG,10,G98_Waffentrager_E100
16961,1874.418,0.809,1.164,0.461,49.773,7288748,heavyTank,10,F82_AMX_M4_Mle1949_Ter
17169,339.828,1.285,1.277,1.155,56.534,1916836,mediumTank,3,G83_Pz_IV_AusfA
17217,1336.129,0.805,2.526,0.551,48.974,76188427,lightTank,10,F88_AMX_13_105
17425,400.532,1.009,1.308,0.964,55.930,5123420,mediumTank,4,G80_Pz_IV_AusfD
17473,797.852,0.711,2.540,0.768,51.448,117930129,lightTank,8,F87_Batignolles-Chatillon_12t
17665,1460.507,0.922,1.333,0.771,51.088,50688433,mediumTank,9,R104_Object_430_II
17729,1977.404,1.122,0.693,0.575,51.213,18297050,AT-SPG,10,F64_AMX_50Fosh_B
17937,478.656,1.316,0.788,1.221,56.435,9139913,AT-SPG,4,G101_StuG_III
17953,781.353,0.729,2.521,0.805,51.921,187181621,lightTank,8,A97_M41_Bulldog
17985,499.953,0.734,2.291,0.713,53.573,30642479,lightTank,6,F109_AMD_Panhard_178B
18177,1003.935,0.700,2.567,0.657,50.899,139871470,lightTank,9,R109_T54S
18193,510.575,1.033,1.222,0.962,54.489,202754691,mediumTank,5,G81_Pz_IV_AusfH
18209,992.473,0.665,2.345,0.613,50.527,211498572,lightTank,9,A100_T49
18241,662.896,0.727,2.689,0.710,53.098,32230367,lightTank,7,F107_Hotchkiss_EBR
18433,774.463,0.701,2.671,0.843,52.360,79776771,lightTank,8,R107_LTB
18449,966.858,0.681,2.640,0.720,51.043,50102236,lightTank,9,G103_RU_251
18465,280.846,0.945,0.099,1.693,54.625,282296,SPG,3,A108_T18_HMC
18497,810.817,0.655,2.755,0.725,51.540,21538554,lightTank,8,F110_Lynx_6x6
18689,629.330,1.159,1.269,0.954,56.322,106940221,heavyTank,6,R13_KV-1s
18705,1610.167,0.872,0.717,0.515,52.521,39138952,heavyTank,9,G110_Typ_205
18721,396.693,0.987,0.109,1.278,54.466,2172536,SPG,4,A27_T82
18753,961.194,0.735,3.599,0.896,53.344,16095393,lightTank,9,F100_Panhard_EBR_90
18961,756.193,0.684,2.032,0.724,51.569,87914434,lightTank,7,G113_SP_I_C
19009,1259.898,0.761,3.806,0.772,51.040,52775261,lightTank,10,F108_Panhard_EBR_105
19201,1220.540,0.768,3.160,0.701,50.447,37270838,lightTank,10,R132_VNII_100LT
19217,2017.110,1.047,0.564,0.562,49.539,317471005,AT-SPG,10,G121_Grille_15_L63
19457,709.084,0.830,2.310,0.790,52.342,41750532,lightTank,7,R131_Tank_Gavalov
19473,1924.719,0.867,0.985,0.421,50.883,30496263,heavyTank,10,G134_PzKpfw_VII
19489,1315.525,0.722,2.589,0.537,48.596,25109920,lightTank,10,A116_XM551
19713,1557.472,0.864,1.103,0.536,52.261,155367712,heavyTank,9,R151_Object_257_2
19729,1274.585,0.840,0.771,0.559,53.544,81251154,heavyTank,8,G115_Typ_205B
19745,668.117,0.767,2.814,0.767,52.299,10479640,lightTank,7,A112_T71E2R
19969,1889.516,0.958,1.324,0.542,50.329,161663164,mediumTank,10,R148_Object_430_U
19985,1249.833,0.701,2.929,0.654,48.367,3146809,lightTank,10,G125_Spz_57_Rh
20225,2038.974,0.965,1.179,0.415,52.548,96846475,AT-SPG,10,R149_Object_268_4
20241,822.271,0.673,2.755,0.701,51.951,14656442,lightTank,8,G126_HWK_12
20257,587.453,1.187,1.207,0.833,55.994,2477196,mediumTank,4,A129_T6_medium
20481,1239.028,0.800,0.850,0.514,52.048,47037703,heavyTank,8,R139_IS_M
20513,908.206,0.904,1.221,0.649,53.085,779306,heavyTank,6,A142_Pawlack_Tank
20737,1605.538,0.856,0.959,0.449,52.107,68897426,heavyTank,9,R153_Object_705
20769,1162.531,0.922,1.118,0.687,52.610,807316,heavyTank,7,A147_M_II_Y
20993,1940.395,0.868,1.039,0.351,50.011,73290140,heavyTank,10,R145_Object_705_A
21025,1302.660,0.812,1.057,0.571,52.276,638196,heavyTank,8,A139_M_III_Y
21249,1666.970,0.952,0.859,0.581,51.899,82527596,AT-SPG,9,R93_Object263
21281,1554.033,0.793,0.946,0.592,50.474,249687,heavyTank,9,A144_M_VI_Y
21505,1635.679,0.993,1.302,0.624,52.093,207453374,mediumTank,9,R96_Object_430
21537,1986.840,0.892,1.036,0.571,49.883,291625,heavyTank,10,A143_M_V_Y
21761,1811.867,0.995,1.116,0.714,49.261,8626055,mediumTank,10,R144_K_91
22017,1911.021,0.858,1.425,0.425,49.872,121757589,heavyTank,10,R155_Object_277
22273,1930.375,0.929,0.904,0.477,50.782,8028905,heavyTank,10,R169_ST_II
22529,1623.548,0.900,1.080,0.486,52.072,41680299,heavyTank,9,R171_IS_3_II
22785,1271.780,0.838,0.833,0.547,52.196,39547963,heavyTank,8,R170_IS_2_II
23041,386.053,0.995,1.758,1.302,55.680,703570,lightTank,3,R174_BT-5
25617,666.249,0.885,2.330,0.559,54.218,5714131,lightTank,6,G158_VK2801_105_SPXXI
31233,1136.556,1.003,0.894,0.529,54.037,27515401,heavyTank,7,R175_IS_2_screen
31745,1398.023,0.993,0.333,0.470,51.135,23578230,AT-SPG,8,R177_ISU_152K_BL10
32001,1794.418,0.794,1.309,0.338,50.618,14642,heavyTank,10,R178_Object_780
32065,1310.767,0.826,1.515,0.671,51.933,3991944,mediumTank,8,F117_Alt_Proto_AMX_30
32257,1265.604,0.851,1.144,0.621,50.927,22571026,mediumTank,8,R180_Object_274_A
32769,1651.335,1.003,0.978,0.777,51.564,4444625,AT-SPG,9,R183_K_91_PT
33025,775.626,1.084,0.923,0.905,54.370,56514,heavyTank,5,R186_KV_1_Screened
33281,420.100,0.771,1.646,0.750,54.370,704121,mediumTank,4,R185_T_34_L_11_1941
34081,1544.396,1.086,0.981,0.643,51.484,1328115,mediumTank,8,A149_AMBT
34305,663.891,0.914,1.246,0.819,53.244,44609,mediumTank,5,R193_M4A2_T_34
34593,438.223,1.015,1.524,0.927,54.872,326859,mediumTank,3,A148_Convertible_Medium_Tank_T3
35105,1473.677,1.089,1.207,0.764,52.607,4600936,mediumTank,8,A140_ASTRON_REX_105mm
43281,466.528,1.399,0.698,1.730,55.683,19135,lightTank,2,G160_Pz_Kpfw_35_R_mit_T_26_Turm
43329,283.582,1.157,1.875,2.324,55.176,125327,lightTank,2,F111_AM39_Gendron_Somua
43537,404.325,0.867,1.145,1.372,50.983,7978,lightTank,3,G161_Pz_Kpfw_M15_38_t
43553,1443.002,0.877,1.105,0.538,52.780,1751443,heavyTank,8,A141_M_IV_Y
43585,859.748,0.712,3.304,0.818,52.383,58896843,lightTank,8,F106_Panhard_EBR_75_Mle1954
43841,281.186,1.000,0.868,1.726,54.341,2383877,lightTank,2,F42_AMR_35
44289,1389.285,0.917,1.043,0.463,52.263,57672819,heavyTank,8,R165_Object_703_II
44545,1666.242,0.867,1.247,0.455,52.891,16279026,heavyTank,9,R119_Object_777
44801,319.949,0.900,1.751,1.142,54.975,11198724,lightTank,3,R161_T_116
45057,1481.340,1.049,0.453,0.637,50.677,301058149,AT-SPG,8,R159_SU_130PM
45313,529.440,0.760,3.043,0.740,53.951,106673400,lightTank,6,R160_T_50_2
45569,824.638,0.676,3.027,0.686,51.732,45267220,lightTank,8,R158_LT_432
45585,728.152,1.109,1.429,1.074,54.752,307459,mediumTank,5,G81_Pz_IV_AusfH_GuP
45841,1186.787,0.904,1.525,0.811,51.673,9254870,mediumTank,8,G154_Kpz_07_RH
46081,1246.061,0.885,1.461,0.668,51.592,217388,mediumTank,8,R127_T44_100_K
46097,461.927,0.808,0.795,1.520,54.554,2061371,AT-SPG,4,G151_Pz_Sfl_IC
46337,1236.152,0.899,1.517,0.688,52.199,2779519,mediumTank,8,R127_T44_100_U
46353,1637.587,0.932,1.230,0.738,50.507,7922360,mediumTank,9,G147_Kunze_Panzer
46593,1191.982,1.074,1.050,0.559,55.094,1094744,heavyTank,7,R156_IS_2M
46609,1142.780,0.794,0.947,0.704,52.682,910562,mediumTank,8,G142_M48RPz
46849,2430.833,1.087,1.242,0.428,55.071,17734457,heavyTank,10,R157_Object_279R
46865,1336.876,0.790,1.339,0.472,51.951,28524091,heavyTank,8,G143_E75_TS
47105,547.664,0.970,1.364,0.843,54.532,26026076,mediumTank,5,R154_T_34E_1943
47121,1802.795,1.029,1.457,0.723,53.226,24298778,mediumTank,9,G144_Kpz_50t
47361,1265.433,0.852,0.975,0.623,50.776,67392299,mediumTank,8,R146_STG_Tday
47377,845.955,0.620,2.700,0.571,50.666,11689757,lightTank,8,G140_HWK_30
47617,1230.838,0.843,0.997,0.633,50.823,10837888,mediumTank,8,R146_STG
47633,314.575,1.399,1.282,1.615,56.362,15851632,lightTank,2,G139_MKA
47873,351.503,1.154,1.126,0.911,54.861,63213104,mediumTank,3,R143_T_29
48129,716.633,0.931,1.190,0.861,52.860,262575,mediumTank,6,R140_M4_Loza
48145,1248.844,0.814,0.760,0.535,52.938,2777703,heavyTank,8,G138_VK168_02_Mauerbrecher
48385,1419.128,0.909,0.567,0.558,51.707,18973239,AT-SPG,8,R135_T_103
48401,1375.271,0.948,0.642,0.789,51.433,24941063,AT-SPG,8,G112_KanonenJagdPanzer_105
48641,1375.799,0.875,1.004,0.468,52.833,127262470,heavyTank,8,R134_Object_252K
48897,1228.773,0.893,1.510,0.698,51.908,6427140,mediumTank,8,R122_T44_100B
48913,1250.562,0.807,0.753,0.531,52.019,24060106,heavyTank,8,G138_VK168_02
49153,1273.678,0.881,1.404,0.690,51.347,28815,mediumTank,8,R127_T44_100_M
49169,809.735,0.940,1.020,0.641,54.151,105605842,heavyTank,6,G136_Tiger_131
49409,1384.048,0.945,1.042,0.478,52.204,31320366,heavyTank,8,R61_Object252_BF
49665,1377.950,0.880,0.993,0.477,53.047,29342919,heavyTank,8,R134_Object_252U
49921,1043.758,0.933,1.146,0.546,53.471,4556353,heavyTank,7,R133_KV_122
49937,1110.031,0.783,1.190,0.772,51.144,4423371,mediumTank,8,G119_Panzer58_BF
50193,1397.581,0.979,0.533,0.628,50.935,540310747,AT-SPG,8,G114_Rheinmetall_Skorpian
50689,2119.352,1.014,0.494,0.506,50.559,267286,AT-SPG,10,R126_Object_730_5
50721,1191.557,0.813,1.159,0.704,51.055,529015,mediumTank,8,A136_T42
50849,2139.680,1.122,1.180,0.652,51.578,2688339,mediumTank,10,It20_Carro_Combattimento_45t
50945,254.974,1.204,1.146,1.356,56.461,18020786,lightTank,2,R125_T_45
50961,825.424,0.633,2.512,0.613,50.865,34956300,lightTank,8,G120_M41_90_GrandFinal
50977,546.492,0.692,2.421,0.664,53.860,13861622,lightTank,6,A134_M24E2_SuperChaffee
51057,1665.086,1.057,0.948,0.480,53.125,22312730,heavyTank,8,Cz14_Skoda_T-56
51089,1328.614,0.886,1.261,0.639,50.775,44997444,mediumTank,8,Pl19_CS_52_LIS
51105,1421.160,0.937,1.056,0.459,51.659,36053157,heavyTank,8,It18_Progetto_C45_mod_71
51201,611.132,1.248,1.311,1.257,57.669,2119457,heavyTank,5,R38_KV-220_beta
51233,1407.617,0.938,0.924,0.539,50.986,8733860,heavyTank,8,A132_T77
51281,636.525,1.127,0.728,1.167,55.426,42168,mediumTank,4,GB113_Matilda_LVT
51313,1149.717,0.985,1.064,0.732,55.917,252897,heavyTank,7,Cz15_Skoda_T-45_Prem
51345,779.504,0.998,1.443,0.898,54.191,14153009,mediumTank,6,Pl16_T34_85_Rudy
51361,1329.378,0.988,1.299,0.716,50.990,237253706,mediumTank,8,It13_Progetto_M35_mod_46
51457,524.132,1.159,1.105,1.345,55.418,44615650,mediumTank,5,R32_Matilda_II_LL
51473,826.774,1.391,2.074,1.056,57.161,6993928,mediumTank,5,G32_PzV_PzIV
51489,244.070,1.273,2.415,1.300,56.125,8396538,lightTank,2,A19_T2_lt
51537,1365.497,0.884,0.798,0.439,51.571,6086329,heavyTank,8,GB112_Caliban
51553,512.101,0.936,1.067,1.131,53.002,24614123,mediumTank,5,J12_Chi_Nu_Kai
51569,736.366,0.940,1.334,0.819,52.825,26462212,mediumTank,6,Cz01_Skoda_T40
51585,795.447,1.038,0.981,0.879,53.057,61958594,mediumTank,6,S01_Strv_74_A2
51713,608.958,1.172,1.176,1.321,54.886,121947412,heavyTank,5,R33_Churchill_LL
51729,414.248,1.643,1.360,2.348,62.258,6037904,lightTank,3,G36_PzII_J
51745,513.109,1.047,1.395,1.151,55.867,11252668,mediumTank,5,A62_Ram-II
51825,1205.355,0.879,1.094,0.678,50.400,12206352,mediumTank,8,Cz13_T_27
51841,227.458,1.054,1.425,1.209,55.968,879463,lightTank,2,S15_L_60
51985,399.751,1.476,1.348,1.630,58.459,43568278,mediumTank,3,G34_S35_captured
52001,320.166,1.072,1.602,1.285,55.029,18940796,lightTank,3,A33_MTLS-1G14
52049,1634.223,0.977,1.132,0.533,54.694,1244225,heavyTank,8,GB111_Charlemagne
52065,1118.845,0.798,1.223,0.821,51.002,22979529,mediumTank,8,J18_STA_2_3
52097,1429.453,0.952,0.467,0.792,50.881,185989487,AT-SPG,8,S22_Strv_S1
52225,345.053,1.268,2.187,1.371,56.247,1957792,lightTank,3,R34_BT-SV
52241,492.880,1.531,1.565,1.617,56.395,31837642,heavyTank,4,G35_B-1bis_captured
52257,473.248,1.016,1.618,1.061,54.786,10216126,mediumTank,5,A44_M4A2E4
52305,1484.519,1.124,0.607,0.741,51.745,47344500,AT-SPG,8,GB109_GSOR_1008
52321,808.534,0.966,1.036,0.779,54.362,24198058,heavyTank,6,J19_Tiger_I_Jpn
52353,1119.700,0.760,1.227,0.760,52.309,433813,mediumTank,8,S23_Strv_81
52481,375.487,1.254,1.468,1.689,54.355,28640248,lightTank,4,R31_Valentine_LL
52497,329.734,1.877,1.606,2.874,56.192,13988909,lightTank,2,G33_H39_captured
52513,1239.517,0.806,1.156,0.626,51.358,22193541,heavyTank,8,A45_M6A2E1
52561,1745.859,1.039,0.603,0.790,52.678,168888839,AT-SPG,9,GB32_Tortoise
52609,1092.204,0.736,1.275,0.690,52.007,6699171,mediumTank,8,S23_Strv_81_sabaton
52737,264.349,1.016,1.616,1.604,54.170,1146682,lightTank,3,R67_M3_LL
52769,300.605,1.109,2.465,1.647,57.036,8293237,lightTank,3,A43_M22_Locust
52817,373.576,0.921,1.398,1.356,56.084,863497,mediumTank,4,GB33_Sentinel_AC_I
52865,1394.034,0.944,1.030,0.515,51.748,31604100,heavyTank,8,S25_EMIL_51
52993,465.733,1.198,2.539,1.043,56.001,1400962,mediumTank,4,R68_A-32
53121,1284.486,0.913,1.256,0.724,51.248,32277391,mediumTank,8,S26_Lansen_C
53249,1238.229,0.961,1.084,0.925,51.369,275343202,heavyTank,8,R54_KV-5
53505,339.013,1.449,1.590,1.745,55.630,53469023,lightTank,3,R56_T-127
53537,225.478,1.154,1.523,1.279,57.386,1548506,lightTank,2,A74_T1_E6
53585,535.408,1.082,0.788,1.423,54.474,19182945,mediumTank,5,GB68_Matilda_Black_Prince
53761,607.945,1.241,0.820,1.391,53.157,11944750,AT-SPG,5,R78_SU_85I
53793,1109.782,0.838,1.308,0.931,51.705,2000085,mediumTank,8,A81_T95_E2
53841,820.892,1.058,0.578,1.257,52.820,24069848,heavyTank,6,GB63_TOG_II
54017,684.926,1.276,1.437,1.086,57.593,34275461,heavyTank,5,R38_KV-220
54033,778.553,1.275,1.995,0.837,57.094,73322,mediumTank,5,G32_PzV_PzIV_ausf_Alfa
54097,981.773,1.006,0.775,1.149,54.392,21721326,AT-SPG,7,GB71_AT_15A
54145,1637.365,0.836,1.050,0.541,50.771,6359225,heavyTank,9,S31_Strv_K
54273,478.242,1.827,0.906,1.513,57.889,2132414,AT-SPG,3,R50_SU76I
54289,1258.245,0.787,0.897,0.803,51.836,717333842,heavyTank,8,G51_Lowe
54353,625.443,1.245,1.590,1.162,56.708,22136658,heavyTank,5,GB51_Excelsior
54529,248.234,1.373,1.419,1.547,56.282,34066476,lightTank,2,R84_Tetrarch_LL
54545,517.444,0.999,1.537,1.150,54.724,98390198,mediumTank,5,G46_T-25
54609,370.961,1.234,0.117,1.267,56.358,2880402,SPG,3,GB78_Sexton_I
54657,1400.088,0.807,0.818,0.464,52.550,3022747,heavyTank,8,S32_Bofors_Tornvagn
54785,825.010,1.086,0.541,0.741,53.197,88858442,AT-SPG,6,R49_SU100Y
54801,286.444,1.102,2.696,1.662,58.214,4286170,lightTank,3,G50_T-15
54865,222.386,1.314,1.598,1.323,55.107,6861117,lightTank,2,GB76_Mk_VIC
55057,590.874,1.050,1.262,1.107,53.165,4360644,mediumTank,5,G70_PzIV_Hydro
55073,229.549,1.286,1.692,1.319,55.601,6349875,lightTank,2,A93_T7_Combat_Car
55121,992.356,0.907,1.081,1.070,53.696,64303196,heavyTank,7,GB52_A45
55297,1054.057,1.137,0.760,0.902,52.814,262097500,AT-SPG,7,R89_SU122_44
55313,1244.285,0.920,0.769,1.064,51.132,125678398,AT-SPG,8,G65_JagdTiger_SdKfz_185
55377,481.728,0.646,2.437,0.746,52.723,2699034,lightTank,6,GB108_A46
55569,1000.217,1.226,1.434,1.518,51.851,721412288,AT-SPG,7,G48_E-25
55633,1115.608,0.763,1.268,0.775,51.423,125891090,mediumTank,8,GB70_N_FV4202_105
55841,1902.124,0.979,1.246,0.658,49.898,2895946,mediumTank,10,A95_T95_E6
55889,746.594,1.051,2.183,0.974,55.248,60480620,mediumTank,6,GB85_Cromwell_Berlin
56081,1304.594,0.801,0.910,0.404,52.443,10107529,heavyTank,8,G141_VK7501K
56097,690.542,0.946,1.278,1.051,54.165,5871556,mediumTank,6,A104_M4A3E8A
56145,763.668,0.949,0.971,0.989,53.344,5318897,mediumTank,6,GB35_Sentinel_AC_IV
56353,1021.066,0.970,0.742,1.154,52.225,34312708,AT-SPG,7,A101_M56
56577,273.875,1.192,1.326,1.592,55.743,41991713,lightTank,3,R86_LTP
56609,1001.453,0.937,0.792,0.807,53.821,82868296,AT-SPG,7,A102_T28_concept
56657,1223.856,0.771,1.176,0.570,51.775,41461663,heavyTank,8,GB93_Caernarvon_AX
56913,1143.242,0.768,1.340,0.679,52.152,20701856,mediumTank,8,GB94_Centurion_Mk5-1_RAAC
57105,793.521,1.027,0.711,0.983,52.278,104369430,AT-SPG,6,G41_DickerMax
